x_m,y_m,s_m,v_mps,v_kph,gear,rpm,curvature_1pm,section_type,camber_rad,grade_rad,limit
170.4206169362211,-164.55092207246872,740.6269001345829,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
169.58099878664143,-165.11192877722544,741.6366957376064,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
168.73513911692498,-165.66347984379394,742.64649134063,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
167.88314441006486,-166.20550583889752,743.6562869436535,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
167.02512192137758,-166.73793852834518,744.666082546677,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
166.16117966500062,-167.26071088562122,745.6758781497006,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
165.29142640029522,-167.77375710032317,746.6856737527241,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
164.4159716181548,-168.27701258644638,747.6954693557477,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
163.53492552722133,-168.7704139905146,748.7052649587713,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
162.64839904001167,-169.25389919955552,749.7150605617949,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
161.75650375895486,-169.7274073489197,750.7248561648184,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
160.8593519623431,-170.19087882994302,751.7346517678419,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
159.95705659019706,-170.64425529745034,752.7444473708654,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
159.04973123004817,-171.08747967710065,753.754242973889,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
158.1374901026397,-171.52049617257182,754.7640385769124,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
157.22044804754745,-171.94325027258486,755.773834179936,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
156.29872050872308,-172.3556887577659,756.7836297829596,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
155.37242351996125,-172.75775970734617,757.793425385983,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
154.44167369029225,-173.14941250569794,758.8032209890066,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
153.50658818930253,-173.5305978487064,759.8130165920302,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
152.56728473238456,-173.90126774997654,760.8228121950538,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
151.62388156591788,-174.26137554687392,761.8326077980773,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
150.6764974523834,-174.61087590639892,762.8424034011009,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
149.7252516554127,-174.94972483089373,763.8521990041245,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
148.77026392477438,-175.2778796635808,764.861994607148,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
147.81165448129883,-175.59529909393308,765.8717902101715,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
146.84954400174422,-175.90194316287435,766.8815858131951,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
145.88405360360466,-176.19777326780957,767.8913814162187,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
144.91530482986312,-176.48275216748448,768.9011770192423,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
143.9434196336907,-176.7568439866738,769.9109726222657,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
142.96852036309423,-177.02001422069748,770.9207682252892,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
141.9907297455142,-177.27222973976427,771.9305638283128,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
141.01017087237506,-177.51345879314255,772.9403594313363,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
